訂單號	組別	員工號	訂單工段序號	工段序號	越文名稱	其它名稱	IE秒數	數量	生產日期
ACT1-211	BL21	B2028	050-6718	6718	LD taø lai loùt + goït 		16	222	2011/12/7 上午 12:00:00
ACT1-211	BL21	87016	051-6719	6719	uûi keo söôøn + daây keùo 		16	212	2011/12/7 上午 12:00:00
ACT1-211	BL21	B2028	052-6720	6720	LD + mí 1 ñoaïn ngang taø 		32	116	2011/12/7 上午 12:00:00
ACT1-211	BL21	96033	053-6721	6721	dup lot ta TS*2		82	202	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	001-6106	6106	may baêng suø baget ñoâi 		26	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	002-6107	6107	may bang suø baget  chieác 		26	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	003-6108	6108	VS3C baget ñoâi 		16	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	004-6110	6110	may baget chieác 		11.8	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	005-4907	4907	may baget ñoâi 		27	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B6044	006-5803	5803	khoùa ñuoâi baget + loùt 		9	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	51924	007-5802	5802	mí 1 kim ñuoâi baget 		16	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	008-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4047	009-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	166	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4047	010-5585	5585	may bao tuùi trong 		28	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5013	011-5586	5586	VS3C bao tuùi trong 		18.5	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	012-5588	5588	loän bao tuùi trong 		14	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7057	013-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	216	2011/12/7 上午 12:00:00
BTH1-215	BL23	51336	014-5611	5611	rap2 löng chính vôùi loùt 		55	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	98014	015-6452	6452	uõi reõ neïp ly tuùi hoäp *2		23	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	51026	016-6453	6453	"mí 2k 1/4"" neïp ly tuùi hoäp TT *2"		68	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	9C007	017-6454	6454	"may mí 1/16"" neïp ly tuùi hoäp vaøo thaân *2"		80	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	50537	018-5608	5608	uõi gaáp löng chính + LD 		41	196	2011/12/7 上午 12:00:00
BTH1-215	BL23	50537	019-5824	5824	uõi gaáp lai + LD *2		43	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	B8006	020-5812	5812	"mí 2 kim 1/4"" söôøn ngoaøi *2"		0	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4019	021-5813	5813	Vs5C söôøn trong *2		50	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B8006	022-5814	5814	"mí 2 kim 1/4"" söôøn trong "		41	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5008	023-5817	5817	gaén past ñaàu löng *2		37	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5008	024-5818	5818	mí hình chöõ X past löng 		36	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	50696	025-4935	4935	"khoùa 2 ñaàu löng traùi , phaûi "		68	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7067	026-5820	5820	may nhaùm ñaàu löng traùi + phaûi 		23	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7057	027-5637	5637	gaén nhaõn TP + nhaõn giaët + nhaõn maõ vaïch 		14	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	B3016	028-5821	5821	may lai2 kim 		112	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B6044	029-5635	5635	löôïc nhaõn TP + nhaõn giaët + maõ vaïch 		14	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7057	030-5633	5633	may nhaõn chính +  size vaøo löng 		23	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	50537	031-5638	5638	uõi tuùi nhoû trong + uõi gaáp tuùi 		23	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	51336	032-5639	5639	löôïc chæ löng 		41	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	033-6103	6103	"mí 1/16"" neïp baget tröôùc "		26	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B8006	034-6114	6114	"mí 2 kim 1/4"" ñaùy sau "		36	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	035-6115	6115	VS3C ñaùy TT 		18.5	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51924	036-6117	6117	"mí 2 kim 1/4"" ñaùy tröôùc "		41	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	037-5613	5613	VS4C söôøn + ñaùy loùt 		41	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	038-5614	5614	uõi phaø  hôi thun lai 		8	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	039-5615	5615	uûi phaø hôi thun löng 		7	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	040-5616	5616	LD thun lai + caét 		14	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	041-5617	5617	LD thun löng + caét 		16	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	042-5618	5618	may daây thun vaøo lai 		51	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	043-5619	5619	VS4C lai loùt 		37	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	98006	044-5620	5620	"may mí 1/4"" lai loùt "		46	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	98006	045-5632	5632	ñính coá ñònh thun vaøo löng 		63	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	83046	046-5634	5634	chaïy kansai löng 		196	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5013	047-5636	5636	Vs4C ñuùp loùt löng 		81	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	98006	048-4763	4763	ñính 3 ñieåm löng		41	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5013	049-6145	6145	VS4c  baget 		26	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	051-5201	5201	LD tuùi 		0	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51924	052-5865	5865	ñònh hình tuùi moå 2 côi *1		55	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	053-5867	5867	baám moå + khoùa löôõi gaø *1		55	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	98014	054-5875	5875	uõi tuùi TP *1		0	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	055-6455	6455	may ñaùp tuùi voâ mieäng tuùi 		16	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	056-6456	6456	may loùt tuùi voâ mieäng tuùi 		16	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	057-6457	6457	may loùt voâ côi tuùi 		0	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7057	058-6458	6458	may löôïc nhaõn vaøo mieäng tuùi 		32	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7067	059-6459	6459	may baêng nhaùm tuùi sau treân döôùi + LD 		32	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51026	060-6460	6460	"may mí 1/16"" mieäng tuùi TP "		23	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	061-6461	6461	VS3C ñaùp tuùi döôùi + loùt tuùi treân 		23	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	062-6462	6462	may bao tuùi  		23	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	51336	063-6463	6463	may noái löng TT canh soïc 		32	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51026	064-6465	6465	"mí 1/2"" noái löng *2"		27	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5008	065-6466	6466	LD past ñaàu löng *2		9	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	98014	066-6467	6467	uûi ñònh hình past ñaàu löng 		45	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5008	067-6468	6468	may löôïc daây löng vaøo TT *2		23	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7010	068-6469	6469	"may mí 1/16"" xung quanh ñaàu löng *2"		50	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	51336	069-6723	6723	LD lung TT canh soc 		19	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	98014	070-6450	6450	uõi gaáp neïp ly tuùi hoäp tT *2 canh soc 		27	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4047	071-6451	6451	may neïp ly tui hoäp vaøo TT *2  canh soc 		50	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	073-6729	6729	LD tuùi TT canh soïc + goït 		55	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	50537	075-6731	6731	löôïc tuùi vaøo löng + söôøn + ñính tuùi  canh soï		55	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	98014	076-5866	5866	uõi gaáp côi tuùi *1		14	170	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	077-5794	5794	"mí 1/16"" baget ñoâi "		0	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	98006	078-6742	6742	LD 2 dau löng 		14	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	079-6734	6734	LD ñaùp tuùi canh soïc + goït 		55	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	50537	080-6743	6743	LD caét daây trang trí 		14	206	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7067	081-6744	6744	"may 1/4"" daây trang trí + khoùa goùc phai "		18	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7067	082-6745	6745	"may 3/8"" daây trang trí + khoùa goùc traùi "		18	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	083-6746	6746	VS3C ñaùp tuùi TS 		0	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	9C007	084-6748	6748	"mí 1/4"" ñong tuùi TT canh soïc "		90	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51149	085-6728	6728	raùp 1 ñoaïn ñaùy tröôùc canh soïc 		23	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	50696	086-6726	6726	tra löng canh soïc 		134	150	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4019	087-6725	6725	VS5C ñaùy sau canh soïc 		50	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B4019	088-6724	6724	VS5C söôøn ngoaøi canh soïc 		85	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B7067	089-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		36	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B6044	090-6146	6146	duùp loùt baget 		70	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	091-6749	6749	VS3C bao tui TS 		27	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	51187	092-6750	6750	LD lung lot + chinh 		27	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	B5017	093-6751	6751	VS4C duong giua day TT 		9	176	2011/12/7 上午 12:00:00
BTH1-215	BL23	83046	095-6753	6753	cat chi kansai lung 		14	140	2011/12/7 上午 12:00:00
BTH1-215	BL23	99005	096-6754	6754	"may mi kep 1/16"" lai "		52	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	99005	097-6755	6755	LD may lai 		0	160	2011/12/7 上午 12:00:00
BTH1-215	BL23	52122	098-6757	6757	"mi 1/16"" tui TS tren duoi "		32	170	2011/12/7 上午 12:00:00
BTH1-217	BL20	85023	001-5579	5579	VS3C  ñaùy TT + baget giaû 		27	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	9A013	002-5580	5580	raùp 1 kim ñaùy TT 		18	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	89024	003-5581	5581	"mí 2 kim 1/4"" ñaùy TT "		32	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	89024	004-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	89024	005-5583	5583	"mí 2 kim 1/4"" ñuoâi baget "		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	85023	006-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	85023	007-5585	5585	may bao tuùi trong 		28	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	85023	008-5586	5586	VS3C bao tuùi trong 		18	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7035	009-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		27	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7029	010-5588	5588	loän bao tuùi trong 		14	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	8A015	011-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	012-5590	5590	LD tuùi 		28	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	013-5591	5591	"uõi gaáp mieäng tuùi 1"" + Ld "		32	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7029	014-5592	5592	"may gaáp mieäng tuùi 1"" "		18	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7023	015-5593	5593	may baêng nhaùm tuùi sau treân döôùi + LD 		27	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7007	016-5594	5594	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	017-5595	5595	LD tuùi söôøn 		28	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	01282	018-5596	5596	"uõi gaáp mieäng tuùi 1""  + LD "		32	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7029	019-5597	5597	"may gaáp mieäng tui 1 1"" "		18	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7023	020-5598	5598	may baêng nahm1 tuùi sau treân döôùi + LD		27	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	83020	021-5599	5599	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7035	022-5600	5600	quay raäp naép tuùi *1		23	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7035	023-5601	5601	goït loän naép tuùi *1		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	9A013	024-5602	5602	"mí 2 kim 1/4"" naép tuùi "		32	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	85023	025-5603	5603	may nahn4 trang trí naép tuùi 		9	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	028-5606	5606	uõi naép tuùi 		18.5	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	82100	029-5607	5607	noái löng chính 		30	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	01282	030-5608	5608	uõi gaáp löng chính + LD 		41	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	031-5609	5609	LD löng loùt + chính 		27	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7001	032-5610	5610	may noái löng loùt 		21	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	BA029	033-5611	5611	rap2 löng chính vôùi loùt 		45	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	034-5612	5612	uõi löng loùt + LD 		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2042	035-5613	5613	VS4C söôøn + ñaùy loùt 		41	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	036-5614	5614	uõi phaø  hôi thun lai 		8	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	037-5615	5615	uûi phaø hôi thun löng 		7	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	038-5616	5616	LD thun lai + caét 		14	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	039-5617	5617	LD thun löng + caét 		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2042	040-5618	5618	may daây thun vaøo lai 		51	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2042	041-5619	5619	VS4C lai loùt 		37	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	01282	042-5620	5620	"may mí 1/4"" lai loùt "		45	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	043-5621	5621	uõi gaâp lai + LD		39	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7063	044-5622	5622	may noái lai 		13	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	A9017	045-5623	5623	may raùp lai *2		53	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	A9017	046-5624	5624	"mí 1/16"" lai *2"		52	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	87031	047-5625	5625	"mí 3/4"" lai *2"		99	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7063	048-5626	5626	VS5C söôøn ngoaøi 		50	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	99027	049-5627	5627	chaïy kansai söôøn ngoaøi 		62	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7023	050-5628	5628	VS raùp ñaùy sau 		35	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	99027	051-5629	5629	chaïy kansai ñaùy sau 		43	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7063	052-5630	5630	VS5C söôøn trong *2		43	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	82100	053-5631	5631	tra löng +  may daây 		99	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	8A015	054-5632	5632	ñính coá ñònh thun vaøo löng 		63	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	8A015	055-5633	5633	may nhaõn chính +  size vaøo löng 		23	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	00954	056-5634	5634	chaïy kansai löng 		196	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	8A015	057-5635	5635	löôïc nhaõn TP + nhaõn giaët + maõ vaïch 		14	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	9A013	058-5636	5636	Vs4C ñuùp loùt löng 		81	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	8A015	059-5637	5637	gaén nhaõn TP + nhaõn giaët + nhaõn maõ vaïch 		14	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	060-5638	5638	uõi tuùi nhoû trong + uõi gaáp tuùi 		23	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	BA029	061-5639	5639	löôïc chæ löng 		41	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2004	062-5640	5640	caét daây trang trí löng 		5	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B7035	063-5641	5641	LD naép tuùi +  goït 		13.5	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	AB043	064-5642	5642	uõi keo baget 		12	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	A9017	065-5643	5643	LD may lai *2		12	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	B2042	066-5644	5644	may noái thun lai *2		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	BA029	067-5645	5645	may noái thun löng *2		16	300	2011/12/7 上午 12:00:00
BTH1-217	BL20	89024	068-5646	5646	"mí 2 kim 1/4"" söôøn trong *2"		42	300	2011/12/7 上午 12:00:00
BTH1-217	BL22	AA053	001-5579	5579	VS3C  ñaùy TT + baget giaû 		27	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	86020	002-5580	5580	raùp 1 kim ñaùy TT 		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	86020	003-5581	5581	"mí 2 kim 1/4"" ñaùy TT "		32	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	86020	004-5582	5582	may hinh J 2 kim + mí chæ trang trí 		36	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	86020	005-5583	5583	"mí 2 kim 1/4"" ñuoâi baget "		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6033	006-5584	5584	"may gaáp 3/8"" mieäng tuùi trong *2"		32	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6033	007-5585	5585	may bao tuùi trong 		28	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6033	008-5586	5586	VS3C bao tuùi trong 		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6033	009-5587	5587	may nhaùm mieäng tuùi treân + LD khuy 		27	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6033	010-5588	5588	loän bao tuùi trong 		14	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3045	011-5589	5589	gaén tuùi nhoû vaøo thaân + LD 32		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	012-5590	5590	LD tuùi 		28	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A013	013-5591	5591	"uõi gaáp mieäng tuùi 1"" + Ld "		32	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B5007	014-5592	5592	"may gaáp mieäng tuùi 1"" "		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A075	015-5593	5593	may baêng nhaùm tuùi sau treân döôùi + LD 		27	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2006	016-5594	5594	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	017-5595	5595	LD tuùi söôøn 		28	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A075	018-5596	5596	"uõi gaáp mieäng tuùi 1""  + LD "		32	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B5007	019-5597	5597	"may gaáp mieäng tui 1 1"" "		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A075	020-5598	5598	may baêng nahm1 tuùi sau treân döôùi + LD		27	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	A3091	021-5599	5599	"mí 2 kim 1/4"" coá ñònh xung quanh tuùi sau "		70	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	BA039	022-5600	5600	quay raäp naép tuùi *1		23	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	BA039	023-5601	5601	goït loän naép tuùi *1		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2044	024-5602	5602	"mí 2 kim 1/4"" naép tuùi "		32	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	BA039	025-5603	5603	may nahn4 trang trí naép tuùi 		9	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	A3091	026-5604	5604	LD + gaén naép tuùi 		18	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2006	027-5605	5605	"mí 2 kim 1/4"" ñöôøng gaén naép tuùi "		25	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A013	028-5606	5606	uõi naép tuùi 		18.5	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	A3043	029-5607	5607	noái löng chính 		30	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A013	030-5608	5608	uõi gaáp löng chính + LD 		41	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	031-5609	5609	LD löng loùt + chính 		27	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	86020	032-5610	5610	may noái löng loùt 		21	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	A3043	033-5611	5611	rap2 löng chính vôùi loùt 		45	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3045	034-5612	5612	uõi löng loùt + LD 		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6022	035-5613	5613	VS4C söôøn + ñaùy loùt 		41	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	036-5614	5614	uõi phaø  hôi thun lai 		8	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	037-5615	5615	uûi phaø hôi thun löng 		7	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	038-5616	5616	LD thun lai + caét 		14	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	039-5617	5617	LD thun löng + caét 		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3015	040-5618	5618	may daây thun vaøo lai 		51	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3015	041-5619	5619	VS4C lai loùt 		37	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B5007	042-5620	5620	"may mí 1/4"" lai loùt "		45	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A013	043-5621	5621	uõi gaâp lai + LD		39	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	AA053	044-5622	5622	may noái lai 		13	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	92001	045-5623	5623	may raùp lai *2		53	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	92001	046-5624	5624	"mí 1/16"" lai *2"		52	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	85009	047-5625	5625	"mí 3/4"" lai *2"		99	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	89035	048-5626	5626	VS5C söôøn ngoaøi 		50	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	89035	049-5627	5627	chaïy kansai söôøn ngoaøi 		62	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	AA053	050-5628	5628	VS raùp ñaùy sau 		35	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2044	051-5629	5629	chaïy kansai ñaùy sau 		43	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	AA053	052-5630	5630	VS5C söôøn trong *2		43	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2021	053-5631	5631	tra löng +  may daây 		99	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	87003	054-5632	5632	ñính coá ñònh thun vaøo löng 		63	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3045	055-5633	5633	may nhaõn chính +  size vaøo löng 		23	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6046	056-5634	5634	chaïy kansai löng 		196	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3045	057-5635	5635	löôïc nhaõn TP + nhaõn giaët + maõ vaïch 		14	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B6022	058-5636	5636	Vs4C ñuùp loùt löng 		81	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3045	059-5637	5637	gaén nhaõn TP + nhaõn giaët + nhaõn maõ vaïch 		14	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A075	060-5638	5638	uõi tuùi nhoû trong + uõi gaáp tuùi 		23	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	A3043	061-5639	5639	löôïc chæ löng 		41	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	062-5640	5640	caét daây trang trí löng 		5	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B2061	063-5641	5641	LD naép tuùi +  goït 		13.5	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	8A013	064-5642	5642	uõi keo baget 		12	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	92001	065-5643	5643	LD may lai *2		12	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	B3015	066-5644	5644	may noái thun lai *2		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	87003	067-5645	5645	may noái thun löng *2		16	350	2011/12/7 上午 12:00:00
BTH1-217	BL22	87003	068-5646	5646	"mí 2 kim 1/4"" söôøn trong *2"		42	350	2011/12/7 上午 12:00:00
