訂單號	組別	員工號	訂單工段序號	工段序號	越文名稱	其它名稱	IE秒數	數量	生產日期
ABK1-165	BL25	B5003	001-4899	4899	"may mieäng tuùi + mí 1/16"" , LD baám "		63	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9008	002-4759	4759	löôïc tuùi vaøo löng + söôøn + ñính tuùi 		32	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5029	003-4723	4723	"mí 2 kim 1/4"" mieäng tuùi tröôùc "		67	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	51752	004-5356	5356	VS5C bao loùt tuùi *2		41	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	51752	005-5626	5626	VS5C söôøn ngoaøi 		72	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5024	006-5630	5630	VS5C söôøn trong *2		59	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5024	007-5628	5628	VS raùp ñaùy sau 		59	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5015	008-5633	5633	may nhaõn chính +  size vaøo löng 		27	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B8023	009-5636	5636	Vs4C ñuùp loùt löng 		63	160	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5035	010-5645	5645	may noái thun löng *2		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	011-5617	5617	LD thun löng + caét 		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	012-5615	5615	uûi phaø hôi thun löng 		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5023	013-5621	5621	uõi gaâp lai + LD		41	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B8017	014-5625	5625	"mí 3/4"" lai *2"		99	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5029	015-4774	4774	uûi tuùi TP *2		23	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	016-5770	5770	ld do cat day luong lung 		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B6039	017-5771	5771	luong day lung 		36	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5051	018-5769	5769	"mi 2 kim 1/4"" day truoc + day sau "		63	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B6039	019-5772	5772	khao 2 dau day luong 		32	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5002	020-6086	6086	dinh 4 diem thun		54	320	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9008	021-6088	6088	dinh co dinh mieng tui 		36	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5023	022-6089	6089	ui keo mieng tui 		14	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5006	023-6091	6091	Tra lung thun + LD khuy 		121	170	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5002	023-6091	6091	Tra lung thun + LD khuy 		121	190	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	024-5775	5775	LD dap tui TT + bao tui + got *2		54	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5005	025-5095	5095	LD ta2 lai trong  *2		13.5	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5035	026-6111	6111	ñính ñaàu chæ VS taø 		18	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5005	027-6384	6384	mí 2 kim 1/4 bao tuùi TT *2		68	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9062	028-6385	6385	ñính bo thun 		54	600	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5035	029-6387	6387	coá ñònh daây vaøo neïp 		36	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5023	030-6388	6388	uõi 1 ñoaïn söôøn 		18	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5028	031-6390	6390	"ñuùp taø lai TP 1"" + LD "		143	300	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	032-6391	6391	LD + ño caét daây luoàng  lai 		14	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9060	033-6392	6392	luoàng daây lai 		23	300	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5023	034-6393	6393	uõi keo laøm khuy lai 		14	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5023	035-6394	6394	ui keo lam khuy löng 		14	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	036-6395	6395	ñính daây phaân loùt 		5.4	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	037-6396	6396	LD bo thun löng 		23	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9062	038-6397	6397	may löôïc gaâp bo thun löng 2 laàn 		112	700	2011/12/1 上午 12:00:00
ABK1-165	BL25	B6039	039-6398	6398	khoùa 2 ñaàu daây luoàng lai 		45	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5002	040-6399	6399	LD tuùi tra löng 		14	330	2011/12/1 上午 12:00:00
ABK1-165	BL25	B2002	041-6400	6400	goït bo thun 		23	250	2011/12/1 上午 12:00:00
ABK1-165	BL25	B2006	041-6400	6400	goït bo thun 		23	160	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5039	042-6401	6401	LD tui thaân 		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5039	043-6402	6402	may noái bo thun + goït 		16	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B9067	044-6403	6403	taåy daáu phaán 		14	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5015	045-6447	6447	mi hoan chinh lung thun + dinh nhan		99	220	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5028	046-6448	6448	dinh ta lai 		14	300	2011/12/1 上午 12:00:00
ABK1-165	BL25	B5024	047-6389	6389	VS3C neïp taø lai 		23	220	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2028	003-6672	6672	LD tui TT *2		23	238	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2013	004-6673	6673	VS3C ñaùp tuùi *4		36	210	2011/12/1 上午 12:00:00
ACT1-211	BL21	A8051	005-6674	6674	may ñaùp tuùi *2		45	192	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2022	006-6675	6675	"may mieäng tuùi + mí 1/16"" + baám , LD *2"		73	240	2011/12/1 上午 12:00:00
ACT1-211	BL21	A7054	007-6676	6676	VS5C bao tuùi trong *2		41	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2022	008-6677	6677	ñính tuùi + löôïc bao tuùi vaøo söôøn thaân 		32	240	2011/12/1 上午 12:00:00
ACT1-211	BL21	50598	009-6667	6667	löôïc löng TS 		26	200	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2013	010-6678	6678	VS3CTS *2		32	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2013	011-6679	6679	VS3C giöõa TS+ taø TS *2		36	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	AC002	012-6680	6680	raùp 1kim giöõa TS + ngang taø 		42	280	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	013-6681	6681	uõi taø + uõi reõ giöõa Ts		32	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2028	014-6682	6682	LD pen TS *2		23	238	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	016-6684	6684	uõi pen TS *2		23	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	BB005	017-6685	6685	noái söôøn löng chính 		21	372	2011/12/1 上午 12:00:00
ACT1-211	BL21	51207	018-6686	6686	uõi löng chính + LD + uõi reõ söôøn 		68	248	2011/12/1 上午 12:00:00
ACT1-211	BL21	51207	020-6688	6688	uõi löng loùt  LD uõi reõ söôøn 		16	248	2011/12/1 上午 12:00:00
ACT1-211	BL21	50279	021-6689	6689	raùp löng chính loùt 		76	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	51207	025-6693	6693	uûi gaáp löng 		37	248	2011/12/1 上午 12:00:00
ACT1-211	BL21	51207	026-6694	6694	uûi löng TP 		37	20	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	026-6694	6694	uûi löng TP 		37	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	51624	027-6695	6695	may löôïc pen loùt TS 		0	288	2011/12/1 上午 12:00:00
ACT1-211	BL21	A7054	028-6696	6696	VS5C söôøn loùt *2		50	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	A5008	029-6697	6697	may 1 kim gaáp lai loùt 		100	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	AC002	030-6698	6698	raùp 1 kim giöa TS + ngang taø *		41	459	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2013	031-6699	6699	VS3C giöõa TS + taø lai loùt *2		36	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	BA071	032-6700	6700	may nhaõn chính + size 		28	502	2011/12/1 上午 12:00:00
ACT1-211	BL21	A7054	033-6701	6701	may nhaõn TP 		18.6	200	2011/12/1 上午 12:00:00
ACT1-211	BL21	B4006	035-6703	6703	raùp söôøn + LD *2		64	200	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	036-6704	6704	uûi söôøn trong + ngoaøi 		32	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	50598	037-6705	6705	tra löng + LD + loät tem soá 		121	200	2011/12/1 上午 12:00:00
ACT1-211	BL21	82031	038-6706	6706	"mí 1/16"" hoaøn chænh löng "		112	190	2011/12/1 上午 12:00:00
ACT1-211	BL21	88010	039-6707	6707	Tra daây keùo + LD 		100	199	2011/12/1 上午 12:00:00
ACT1-211	BL21	52101	040-6708	6708	ñuùp loùt daây keùo 		100	378	2011/12/1 上午 12:00:00
ACT1-211	BL21	96033	041-6709	6709	Khoùa goùc nhoïn taø treân döôùi TS + loän 		37	320	2011/12/1 上午 12:00:00
ACT1-211	BL21	96033	042-6710	6710	"mí 1/16"" taø treân döôùi TS + loän "		46	200	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	043-6711	6711	uûi daây keùo 		9	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	88010	044-6712	6712	LD daây keùo 		0	199	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	046-6714	6714	uûi keo taø TS 		16	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	51624	047-6715	6715	ñuùp loùt voøng löng + d8inh1 + LD+ may pen 		130	288	2011/12/1 上午 12:00:00
ACT1-211	BL21	88010	049-6717	6717	khoùa ñuoâi daây keùo 		9	159	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2028	050-6718	6718	LD taø lai loùt + goït 		16	238	2011/12/1 上午 12:00:00
ACT1-211	BL21	87016	051-6719	6719	uûi keo söôøn + daây keùo 		16	218	2011/12/1 上午 12:00:00
ACT1-211	BL21	B2028	052-6720	6720	LD + mí 1 ñoaïn ngang taø 		32	228	2011/12/1 上午 12:00:00
ACT1-211	BL21	96033	053-6721	6721	dup lot ta TS*2		82	200	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	001-6471	6471	LD TT + goït *2		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2054	002-6472	6472	May pen TT *2		48	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	003-6473	6473	uõi pen TT *2		30	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	004-6474	6474	LD tuùi *2		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5001	005-6475	6475	may löôïc naép tuùi *2		36	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	006-6476	6476	uõi naép tuùi *2		29	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	007-6477	6477	"may gaáp mieäng tuùi 1""  *2"		34	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	008-6478	6478	uõi raäp tuùi döôùi *2		60	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	009-6479	6479	uõi gaáp caïnh trong tuùi *2		48	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	010-6480	6480	may tuùi + neïp caïnh trong tuùi hoäp *2		67	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	011-6481	6481	"mí 1/8"" tuùi ( neïp caïnh trong +  may tuùi hoäp)"		60	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	012-6482	6482	"mí 1/4"" quanh tuùi *2"		60	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	95010	013-6483	6483	ñoùng tuùi TT döôùi + ñính tuùi 		130	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	014-6484	6484	LD naép tuùi *2		14	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	015-6485	6485	quay rap naép tuùi *2		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	016-6486	6486	xeùn naép tuùi *2		17	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	017-6487	6487	"mí 2 kim 1/4"" naép tuùi *2"		43	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8046	018-6488	6488	gaén naép tuùi  + LD*2		48	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8046	019-6489	6489	"mí 1/4"" ñöôøng gaén naép tuùi *2"		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	020-6490	6490	goït loän nap é tuùi  *2		29	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	021-6491	6491	LD ñöôøng chæ may trang trí naép tuùi *2		18	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8046	022-6492	6492	may ñöôøng chæ trang trí nap tuùi *2		67	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	023-6493	6493	uûi tuùi TP *2		36	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	024-6494	6494	uûi gaáp neïp che daây keo treân 		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	025-6495	6495	uûi gaáp neïp che daây keùo döôùi 		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	026-6496	6496	"mí 1/4"" neïp che daây keùo treân TT "		4830	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	027-6497	6497	LD ñaùp lai neïp ve trong 		38	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	028-6498	6498	may ñaùp lai  neïp ve trong 		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	029-6499	6499	goït loän ñaùp lai neïp ve trong 		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8046	030-6500	6500	uûi ñaùp lai neïp ve trong 		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	031-6501	6501	may loän neïp ve ñaàu lai daây keùo ( neïp nuùt )		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	032-6502	6502	goït loän neïp ve ñaàu lai daây keùo ( neïp nuùt )		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	033-6503	6503	uûi neïp ve ñaàu lai daây keùo ( neïp nuùt )		30	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	034-6504	6504	"mí 1/4"" neïp ve ñaàu lai  + LD ( neïp nuùt )"		38	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	035-6505	6505	LD trang trí neïp nuùt 		18	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2054	036-6506	6506	ño caét daây trang trí neïp nuùt 		14	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	037-6507	6507	uõi phaø hôi daây trang trí neïp nuùt 		96	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	52088	038-6508	6508	"may mí 1/16"" neïp trang trí nuùt vaøo thaân "		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	92163	039-6509	6509	LD khoùa 2 ñaàu coå daây keùo 		18	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	52088	040-6510	6510	LD 1 ñoaïn töø lai leân ñuoâi daây keùo 		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	041-6511	6511	may boïc daây gaân ñaùp ñoâ  TT *1		54	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	042-6512	6512	may ñaùp ñoâ + daây gaân TT *1		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	043-6513	6513	uûi ñaùp ñoâ TT *1		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	044-6514	6514	LD ñaùp ñoâ TT + goït *1		60	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	045-6515	6515	"mí 2k 1/4"" ñaùp ñoâ TP *1"		29	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8046	046-6516	6516	löôïc xung quanh ñaùp ñoâ TT *1		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8040	047-6517	6517	may ñaùp ñoâ vaøo thaân *1		67	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5001	048-6518	6518	raùp decoup TS *2		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	049-6519	6519	uõi decoup TS *2		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5001	050-6520	6520	raùp ñöôøng soùng löng TS 		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A5032	051-6521	6521	"mí 1/4"" ñöôøng soùng löng "		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5001	052-6522	6522	raùp ñoâ TS 		54	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A5032	053-6523	6523	"mí 1/4"" ñoâ TS "		38	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	054-6524	6524	uõi gaáp daây caâu TS 		42	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	055-6525	6525	"may mí 1/16"" voøng quanh daây caâu TS "		34	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5001	056-6526	6526	LD + gaén daây caâu 		14	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	057-6551	6551	LD tuùi ngöïc *1		12	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	058-6552	6552	uûi keo tuùi ngöïc trong *1		12	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	059-6553	6553	uûi côi tuùi ngöïc trong *1		8	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	060-6554	6554	ñònh hình tuùi ngöïc trong *1		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	95010	061-6555	6555	moå tuùi + khoùa löôûi gaø ngöïc tuùi trong *1		55	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	062-6556	6556	may loùt tuùi vaøo mieäng tuùi treân döôùi 		36	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	95010	063-6557	6557	"mí 1/16"" quanh mieäng tuùi "		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	95010	064-6558	6558	may bao tuùi trong 		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	065-6559	6559	LD nhaõn trang trí tuùi ngöïc 		5	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B9036	066-6560	6560	may nhaõn trang trí tuùi loùt trong 		24	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B9070	067-6561	6561	may pen TT *2		53	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B9070	068-6562	6562	may soùng löng TS ( treân) 		26	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6016	069-6564	6564	may nhaõn TP 		26	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B9070	070-6563	6563	may decoup TS treân 		43	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B9070	071-6565	6565	may decoup TS döôùi 		43	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	072-6566	6566	may soùng löng TS döôùi + ngang taø 		30	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	073-6567	6567	LD tam giaùc TS 		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	074-6568	6568	uõi gaáp ñaùp coå sau hình tam giaùc 		23	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	075-6569	6569	may neïp coå vaøo thaân loùt 		80	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	076-6570	6570	LD neïp eo 		41	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	077-6571	6571	"mí 1/16"" neïp eo treân "		66	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	078-6572	6572	"may mí 1/16"" neïp eo döôùi "		66	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	079-6573	6573	uõi ñaùp neïp ve döôùi 		24	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6050	080-6574	6574	may 4  beân ñaùp neïp ve döôùi vaøo neïp ve 		30	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6050	081-6575	6575	may neïp ve 		84	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	082-6576	6576	uõi neïp ve TP		40	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6050	083-6577	6577	"mí 1/16"" neïp ve "		94	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8014	084-6578	6578	cöû chaïy daây caâu 		30	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	085-6579	6579	LD +  ño caét daây caâu 		11	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B6015	086-6580	6580	gaén daây caâu  + LD		14	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2003	087-6543	6543	raùp decoup trang trí tay lôùn + baám goùc troøn *		67	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A5032	088-6544	6544	"mí 1/4"" decoup trang trí tay *2"		53	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2003	089-6545	6545	raùp soùng tay *2		67	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A5032	090-6546	6546	"mí 1/4"" soùng tay *2"		42	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	091-6547	6547	uûi  decoup tay + uûi soùng tay *2		108	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2003	092-6548	6548	raùp söôøn tay *2		26	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	093-6549	6549	"uûi gaáp lai tay 1"" *2"		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	51962	094-6550	6550	"may lai tay 1"" *2"		84	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	A7005	095-6527	6527	LD laù coå 		54	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	096-6528	6528	quay raäp laù coå 		25	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B4024	097-6529	6529	xeùn loän laù coå 		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	098-6530	6530	"mí 1/4"" laù coå "		29	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A8040	099-6531	6531	uûi laù coå 		25	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	100-6532	6532	LD chaân coå 		54	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	101-6533	6533	may chaân coå ( may caëp laù ba )		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	83025	102-6534	6534	"mí 1/16"" chaân coå "		25	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	103-6535	6535	uûi coå TP 		30	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	92163	104-6536	6536	LD  past coå 		38	106	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	105-6537	6537	may past coå 		42	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	106-6538	6538	goït loän past coå 		25	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	107-6539	6539	uûi past coå 		30	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	108-6540	6540	"mí 1/4"" voøng quanh past coå "		46	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	B2054	109-6541	6541	gaén past coå vaøo coå + LD 		24	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	B5055	110-6542	6542	"mí 1/4"" past coå "		84	146	2011/12/1 上午 12:00:00
BTH1-185	BL19	85045	111-6582	6582	raùp vai chính *2		29	106	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	112-6583	6583	uûi vai *2		24	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	113-6584	6584	Tra tay + baám + goït tem soá *2		132	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	114-6585	6585	baám xung quanh voøng naùch *2		43	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	115-6586	6586	"mí 1/4"" voøng naùch  treân *2"		96	76	2011/12/1 上午 12:00:00
BTH1-185	BL19	B8014	116-6587	6587	ñính daây caâu voøng naùch *2		34	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	92163	117-6588	6588	Tra coå + LD + baám 		150	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	92163	118-6589	6589	"mí 1/16"" chaân coå TP "		80	126	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	119-6590	6590	uûi coå TP 		40	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	120-6591	6591	uûi phaø hôi daây keùo 		108	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	121-6592	6592	Tra daây keùo vaøo thaân ( neïp che )		144	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	122-6593	6593	ñuùp daây keùo neïp che 		84	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	123-6594	6594	"mí 1/16'"" TP daây keùo neïp che "		108	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	124-6595	6595	Tra daây keùo voâ thaân neïp nuùt 		144	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	125-6596	6596	ñuùp daây keùo neïp nuùt 		66	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	126-6597	6597	"mí 1/4"" daây keùo TP "		48	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	85008	127-6598	6598	LD + khoùa 2  ñaàu coå daây keùo +goït 2 ñaàu+loän		42	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	128-6599	6599	uûi gaáp lai 		48	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	A6026	129-6600	6600	uûi gaáp taø lai 		96	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	01017	130-6601	6601	ñuùp loùt taø lai TS treân 		96	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	51962	131-6602	6602	ñuùp loùt taø lai TS döôùi 		66	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	52088	132-6603	6603	"mí 1 1/2"" taø treân "		54	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	52088	133-6604	6604	"mí 1/16"" taø lai döôùi + LD"		48	96	2011/12/1 上午 12:00:00
BTH1-185	BL19	51962	134-6605	6605	ñuùp loùt lai + ñính		60	86	2011/12/1 上午 12:00:00
BTH1-185	BL19	51962	135-6606	6606	ñuùp loùt tay *2		90	86	2011/12/1 上午 12:00:00
BTH1-215	BL23	51149	001-6106	6106	may baêng suø baget ñoâi 		26	40	2011/12/1 上午 12:00:00
BTH1-215	BL23	51149	002-6107	6107	may bang suø baget  chieác 		26	40	2011/12/1 上午 12:00:00
BTH1-215	BL23	B5017	003-6108	6108	VS3C baget ñoâi 		16	40	2011/12/1 上午 12:00:00
BTH1-215	BL23	51149	004-6110	6110	may baget chieác 		11.8	40	2011/12/1 上午 12:00:00
BTH1-215	BL23	51149	005-4907	4907	may baget ñoâi 		27	40	2011/12/1 上午 12:00:00
BTH1-215	BL23	B6044	006-5803	5803	khoùa ñuoâi baget + loùt 		9	40	2011/12/1 上午 12:00:00
